vehiculo,bloque_coste,categoria_coste,dimension_coste,partida,unidad,year,valor,valor_eur,unidad_estandarizada
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2017,"0,0918",0.0918,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2018,"0,0933",0.0933,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2019,"0,0954",0.0954,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2020,"0,0956",0.0956,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2021,"0,0964",0.0964,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2022,"0,0973",0.0973,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2023,"0,1005",0.1005,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,seguros,eur/vehículo-km,2024,"0,1088",0.1088,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2017,"0,0064",0.0064,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2018,"0,0065",0.0065,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2019,"0,0067",0.0067,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2020,"0,0066",0.0066,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2021,"0,0067",0.0067,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2022,"0,0071",0.0071,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2023,"0,0075",0.0075,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes por tiempo,costes fiscales,eur/vehículo-km,2024,"0,0078",0.0078,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2017,"0,3308",0.3308,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2018,"0,3658",0.3658,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2019,"0,3603",0.3603,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2020,"0,3204",0.3204,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2021,"0,3660",0.366,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2022,"0,5482",0.5482,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2023,"0,4809",0.4809,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,combustible,eur/vehículo-km,2024,"0,4475",0.4475,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2017,"0,0156",0.0156,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2018,"0,0159",0.0159,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2019,"0,0162",0.0162,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2020,"0,0164",0.0164,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2021,"0,0168",0.0168,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2022,"0,0174",0.0174,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2023,"0,0185",0.0185,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,consumo de disolución de urea,eur/vehículo-km,2024,"0,0193",0.0193,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2017,"0,0410",0.041,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2018,"0,0412",0.0412,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2019,"0,0409",0.0409,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2020,"0,0415",0.0415,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2021,"0,0423",0.0423,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2022,"0,0461",0.0461,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2023,"0,0507",0.0507,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,neumáticos,eur/vehículo-km,2024,"0,0521",0.0521,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2017,"0,0479",0.0479,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2018,"0,0487",0.0487,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2019,"0,0495",0.0495,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2020,"0,0503",0.0503,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2021,"0,0514",0.0514,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2022,"0,0534",0.0534,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2023,"0,0568",0.0568,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,mantenimiento,eur/vehículo-km,2024,"0,0592",0.0592,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2017,"0,0392",0.0392,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2018,"0,0399",0.0399,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2019,"0,0405",0.0405,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2020,"0,0412",0.0412,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2021,"0,0421",0.0421,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2022,"0,0437",0.0437,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2023,"0,0465",0.0465,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,reparaciones,eur/vehículo-km,2024,"0,0485",0.0485,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2017,"0,1364",0.1364,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2018,"0,1391",0.1391,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2019,"0,1412",0.1412,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2020,"0,1432",0.1432,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2021,"0,1458",0.1458,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2022,"0,1479",0.1479,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2023,"0,1533",0.1533,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,dietas,eur/vehículo-km,2024,"0,1614",0.1614,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2017,"0,0151",0.0151,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2018,"0,0154",0.0154,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2019,"0,0156",0.0156,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2020,"0,0156",0.0156,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2021,"0,0157",0.0157,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2022,"0,0167",0.0167,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2023,"0,0177",0.0177,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes directos,costes kilométricos,peajes,eur/vehículo-km,2024,"0,0183",0.0183,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2017,"0,0729",0.0729,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2018,"0,0759",0.0759,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2019,"0,0763",0.0763,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2020,"0,0742",0.0742,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2021,"0,0781",0.0781,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2022,"0,0916",0.0916,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2023,"0,0907",0.0907,eur/vehículo-km
portavehículos (tren de carretera),costes unitarios,costes indirectos,nan,nan,eur/vehículo-km,2024,"0,0913",0.0913,eur/vehículo-km
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2017,"17.968,78",17968.78,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2018,"18.169,06",18169.06,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2019,"18.331,84",18331.84,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2020,"18.492,00",18492.0,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2021,"18.677,85",18677.85,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2022,"19.279,62",19279.62,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2023,"19.958,07",19958.07,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,amortización del vehículo,eur,2024,"20.419,66",20419.66,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2017,"2.919,28",2919.28,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2018,"2.654,96",2654.96,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2019,"2.787,81",2787.81,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2020,"2.624,02",2624.02,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2021,"2.716,06",2716.06,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2022,"3.334,20",3334.2,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2023,"5.569,02",5569.02,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,financiación del vehículo,eur,2024,"5.721,59",5721.59,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2017,"29.034,38",29034.38,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2018,"29.592,97",29592.97,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2019,"30.051,09",30051.09,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2020,"30.464,97",30464.97,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2021,"31.034,57",31034.57,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2022,"31.481,03",31481.03,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2023,"32.615,33",32615.33,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,personal de conducción - salarios,eur,2024,"34.351,12",34351.12,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,seguros,eur,2017,"9.133,74",9133.74,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,seguros,eur,2018,"9.282,28",9282.28,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,seguros,eur,2019,"9.489,09",9489.09,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,seguros,eur,2020,"9.506,87",9506.87,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,seguros,eur,2021,"9.588,70",9588.7,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,seguros,eur,2022,"9.680,78",9680.78,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,seguros,eur,2023,"9.995,40",9995.4,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,seguros,eur,2024,"10.825,54",10825.54,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2017,"803,50",803.5,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2018,"817,77",817.77,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2019,"832,01",832.01,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2020,"830,97",830.97,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2021,"837,12",837.12,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2022,"886,47",886.47,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2023,"942,30",942.3,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes por tiempo,costes fiscales,eur,2024,"971,17",971.17,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,combustible,eur,2017,"45.844,84",45844.84,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,combustible,eur,2018,"50.668,70",50668.7,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,combustible,eur,2019,"49.982,02",49982.02,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,combustible,eur,2020,"44.467,72",44467.72,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,combustible,eur,2021,"50.762,12",50762.12,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,combustible,eur,2022,"75.899,79",75899.79,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,combustible,eur,2023,"66.615,01",66615.01,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,combustible,eur,2024,"62.006,27",62006.27,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2017,"2.153,73",2153.73,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2018,"2.193,55",2193.55,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2019,"2.229,18",2229.18,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2020,"2.264,88",2264.88,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2021,"2.314,71",2314.71,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2022,"2.403,66",2403.66,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2023,"2.555,60",2555.6,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,consumo de disolución de urea,eur,2024,"2.665,36",2665.36,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2017,"7.030,36",7030.36,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2018,"7.056,72",7056.72,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2019,"7.019,80",7019.8,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2020,"7.116,72",7116.72,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2021,"7.254,08",7254.08,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2022,"7.907,48",7907.48,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2023,"8.699,92",8699.92,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,neumáticos,eur,2024,"8.939,56",8939.56,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2017,"5.742,93",5742.93,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2018,"5.849,07",5849.07,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2019,"5.944,11",5944.11,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2020,"6.039,27",6039.27,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2021,"6.172,14",6172.14,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2022,"6.409,29",6409.29,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2023,"6.814,47",6814.47,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,mantenimiento,eur,2024,"7.107,15",7107.15,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2017,"4.701,24",4701.24,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2018,"4.788,12",4788.12,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2019,"4.865,91",4865.91,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2020,"4.943,88",4943.88,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2021,"5.052,63",5052.63,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2022,"5.246,76",5246.76,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2023,"5.578,44",5578.44,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,reparaciones,eur,2024,"5.818,05",5818.05,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,dietas,eur,2017,"16.661,79",16661.79,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,dietas,eur,2018,"16.982,29",16982.29,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,dietas,eur,2019,"17.244,80",17244.8,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,dietas,eur,2020,"17.483,30",17483.3,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,dietas,eur,2021,"17.810,15",17810.15,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,dietas,eur,2022,"18.065,51",18065.51,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,dietas,eur,2023,"18.716,46",18716.46,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,dietas,eur,2024,"19.712,52",19712.52,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,peajes,eur,2017,"1.888,49",1888.49,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,peajes,eur,2018,"1.922,05",1922.05,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,peajes,eur,2019,"1.955,51",1955.51,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,peajes,eur,2020,"1.953,06",1953.06,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,peajes,eur,2021,"1.967,52",1967.52,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,peajes,eur,2022,"2.083,49",2083.49,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,peajes,eur,2023,"2.214,72",2214.72,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes directos,costes kilométricos,peajes,eur,2024,"2.282,59",2282.59,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes indirectos,nan,nan,eur,2017,"9.352,40",9352.4,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes indirectos,nan,nan,eur,2018,"9.748,54",9748.54,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes indirectos,nan,nan,eur,2019,"9.797,66",9797.66,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes indirectos,nan,nan,eur,2020,"9.502,20",9502.2,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes indirectos,nan,nan,eur,2021,"10.022,20",10022.2,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes indirectos,nan,nan,eur,2022,"11.874,07",11874.07,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes indirectos,nan,nan,eur,2023,"11.717,86",11717.86,eur/año
portavehículos industriales (tren de carretera),costes totales anuales,costes indirectos,nan,nan,eur,2024,"11.753,34",11753.34,eur/año
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2017,"0,1497",0.1497,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2018,"0,1514",0.1514,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2019,"0,1528",0.1528,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2020,"0,1541",0.1541,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2021,"0,1556",0.1556,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2022,"0,1607",0.1607,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2023,"0,1663",0.1663,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,amortización del vehículo,eur/vehículo-km,2024,"0,1702",0.1702,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2017,"0,0243",0.0243,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2018,"0,0221",0.0221,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2019,"0,0232",0.0232,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2020,"0,0219",0.0219,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2021,"0,0226",0.0226,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2022,"0,0278",0.0278,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2023,"0,0464",0.0464,eur/vehículo-km
portavehículos industriales (tren de carretera),costes unitarios,costes directos,costes por tiempo,financiación del vehículo,eur/vehículo-km,2024,"0,0477",0.0477,eur/vehículo-km
