Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones)
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Productos Petrolíferos,56.91
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,73.48
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Productos Metalúrgicos,300.91
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,295.63
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Abonos,80.45
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,Productos Químicos,184.2
2018,"Navarra, Comunidad Foral de",Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1028.14
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,239.28
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,182.06
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Expedido,Productos Metalúrgicos,21.19
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,146.34
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Expedido,Productos Químicos,28.71
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",598.77
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,316.94
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,230.12
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,Combustibles Minerales Sólidos,25.97
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,4.65
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,Productos Metalúrgicos,34.9
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,26.36
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,Abonos,21.99
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,Productos Químicos,29.2
2018,"Navarra, Comunidad Foral de",Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",593.15
2018,País Vasco,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,1.86
2018,País Vasco,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,5.5
2018,País Vasco,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,0.38
2018,País Vasco,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.75
2018,País Vasco,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,2.64
2018,País Vasco,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,26.39
2018,País Vasco,Transporte Intrarregional,Intramunicipal,Abonos,0.29
2018,País Vasco,Transporte Intrarregional,Intramunicipal,Productos Químicos,0.6
2018,País Vasco,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",16.73
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,115.38
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,116.71
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,8.95
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,146.94
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,93.51
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,253.32
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,306.29
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,7.78
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,46.62
2018,País Vasco,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",482.07
2018,País Vasco,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,590.04
2018,País Vasco,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,1114.37
2018,País Vasco,Transporte Interregional,Expedido,Combustibles Minerales Sólidos,57.87
2018,País Vasco,Transporte Interregional,Expedido,Productos Petrolíferos,264.7
2018,País Vasco,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,140.78
2018,País Vasco,Transporte Interregional,Expedido,Productos Metalúrgicos,1436.93
2018,País Vasco,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,317.48
2018,País Vasco,Transporte Interregional,Expedido,Abonos,75.79
2018,País Vasco,Transporte Interregional,Expedido,Productos Químicos,536.77
2018,País Vasco,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2368.25
2018,País Vasco,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,615.99
2018,País Vasco,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,1379.63
2018,País Vasco,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,24.1
2018,País Vasco,Transporte Interregional,Recibido,Productos Petrolíferos,127.7
2018,País Vasco,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,726.33
2018,País Vasco,Transporte Interregional,Recibido,Productos Metalúrgicos,758.39
2018,País Vasco,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,775.82
2018,País Vasco,Transporte Interregional,Recibido,Abonos,23.44
2018,País Vasco,Transporte Interregional,Recibido,Productos Químicos,583.15
2018,País Vasco,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2079.4
2018,País Vasco,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,211.38
2018,País Vasco,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,275.99
2018,País Vasco,Transporte Internacional,Expedido,Productos Petrolíferos,25.08
2018,País Vasco,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,17.26
2018,País Vasco,Transporte Internacional,Expedido,Productos Metalúrgicos,449.76
2018,País Vasco,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,57.17
2018,País Vasco,Transporte Internacional,Expedido,Productos Químicos,52.0
2018,País Vasco,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1326.24
2018,País Vasco,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,120.39
2018,País Vasco,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,290.15
2018,País Vasco,Transporte Internacional,Recibido,Productos Petrolíferos,20.72
2018,País Vasco,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,244.26
2018,País Vasco,Transporte Internacional,Recibido,Productos Metalúrgicos,278.21
2018,País Vasco,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,33.77
2018,País Vasco,Transporte Internacional,Recibido,Productos Químicos,231.84
2018,País Vasco,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",984.67
2018,"Rioja, La",Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,0.76
2018,"Rioja, La",Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,0.53
2018,"Rioja, La",Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,0.18
2018,"Rioja, La",Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.01
2018,"Rioja, La",Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1.36
2018,"Rioja, La",Transporte Intrarregional,Intramunicipal,Abonos,2.4
2018,"Rioja, La",Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3.68
2018,"Rioja, La",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,11.64
2018,"Rioja, La",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,18.3
2018,"Rioja, La",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,11.04
2018,"Rioja, La",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,2.15
2018,"Rioja, La",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,66.0
2018,"Rioja, La",Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,2.54
2018,"Rioja, La",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,0.6
2018,"Rioja, La",Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",26.41
2018,"Rioja, La",Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,246.71
2018,"Rioja, La",Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,631.91
2018,"Rioja, La",Transporte Interregional,Expedido,Productos Petrolíferos,15.18
2018,"Rioja, La",Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,3.89
2018,"Rioja, La",Transporte Interregional,Expedido,Productos Metalúrgicos,34.02
2018,"Rioja, La",Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,92.3
2018,"Rioja, La",Transporte Interregional,Expedido,Abonos,1.33
2018,"Rioja, La",Transporte Interregional,Expedido,Productos Químicos,21.82
2018,"Rioja, La",Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",419.6
2018,"Rioja, La",Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,112.58
2018,"Rioja, La",Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,297.04
2018,"Rioja, La",Transporte Interregional,Recibido,Productos Petrolíferos,23.97
2018,"Rioja, La",Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,11.4
2018,"Rioja, La",Transporte Interregional,Recibido,Productos Metalúrgicos,54.01
2018,"Rioja, La",Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,78.89
2018,"Rioja, La",Transporte Interregional,Recibido,Abonos,17.2
2018,"Rioja, La",Transporte Interregional,Recibido,Productos Químicos,39.93
2018,"Rioja, La",Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",443.57
2018,"Rioja, La",Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,31.84
2018,"Rioja, La",Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,19.4
2018,"Rioja, La",Transporte Internacional,Expedido,Productos Químicos,4.22
2018,"Rioja, La",Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",197.01
2018,"Rioja, La",Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,120.03
2018,"Rioja, La",Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,89.89
2018,"Rioja, La",Transporte Internacional,Recibido,Productos Químicos,24.64
2018,"Rioja, La",Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",143.55
2019,Andalucía,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,27.59
2019,Andalucía,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,41.42
2019,Andalucía,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,18.76
2019,Andalucía,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,3.01
2019,Andalucía,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,1.98
2019,Andalucía,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,261.49
2019,Andalucía,Transporte Intrarregional,Intramunicipal,Abonos,7.91
2019,Andalucía,Transporte Intrarregional,Intramunicipal,Productos Químicos,5.68
2019,Andalucía,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",28.35
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,1530.47
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,3633.02
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,4.79
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,663.32
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,243.83
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,285.75
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2699.6
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,267.98
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,351.04
2019,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1886.77
2019,Andalucía,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,3524.83
2019,Andalucía,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,3267.48
2019,Andalucía,Transporte Interregional,Expedido,Productos Petrolíferos,226.51
2019,Andalucía,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,290.42
2019,Andalucía,Transporte Interregional,Expedido,Productos Metalúrgicos,591.8
2019,Andalucía,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1219.22
2019,Andalucía,Transporte Interregional,Expedido,Abonos,267.88
2019,Andalucía,Transporte Interregional,Expedido,Productos Químicos,863.31
2019,Andalucía,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3094.6
2019,Andalucía,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1524.72
2019,Andalucía,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,4516.61
2019,Andalucía,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,49.84
2019,Andalucía,Transporte Interregional,Recibido,Productos Petrolíferos,228.41
2019,Andalucía,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,105.95
2019,Andalucía,Transporte Interregional,Recibido,Productos Metalúrgicos,715.07
2019,Andalucía,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1050.32
2019,Andalucía,Transporte Interregional,Recibido,Abonos,261.06
2019,Andalucía,Transporte Interregional,Recibido,Productos Químicos,919.87
2019,Andalucía,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",5683.79
2019,Andalucía,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,5727.05
2019,Andalucía,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,831.44
