Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones)
2021,Andalucía,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,17.44
2021,Andalucía,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,10.68
2021,Andalucía,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.83
2021,Andalucía,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,296.16
2021,Andalucía,Transporte Intrarregional,Intramunicipal,Abonos,11.35
2021,Andalucía,Transporte Intrarregional,Intramunicipal,Productos Químicos,8.14
2021,Andalucía,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",45.76
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,1482.42
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,3773.69
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,587.92
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,160.92
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,242.2
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2954.29
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,309.37
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,332.64
2021,Andalucía,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2087.66
2021,Andalucía,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,3945.57
2021,Andalucía,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,3765.05
2021,Andalucía,Transporte Interregional,Expedido,Combustibles Minerales Sólidos,41.49
2021,Andalucía,Transporte Interregional,Expedido,Productos Petrolíferos,225.45
2021,Andalucía,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,303.81
2021,Andalucía,Transporte Interregional,Expedido,Productos Metalúrgicos,537.55
2021,Andalucía,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1767.93
2021,Andalucía,Transporte Interregional,Expedido,Abonos,438.46
2021,Andalucía,Transporte Interregional,Expedido,Productos Químicos,985.24
2021,Andalucía,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3917.11
2021,Andalucía,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1573.91
2021,Andalucía,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,5103.54
2021,Andalucía,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,20.47
2021,Andalucía,Transporte Interregional,Recibido,Productos Petrolíferos,156.5
2021,Andalucía,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,273.52
2021,Andalucía,Transporte Interregional,Recibido,Productos Metalúrgicos,733.31
2021,Andalucía,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1372.94
2021,Andalucía,Transporte Interregional,Recibido,Abonos,327.92
2021,Andalucía,Transporte Interregional,Recibido,Productos Químicos,984.42
2021,Andalucía,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6186.6
2021,Andalucía,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,6366.64
2021,Andalucía,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,1028.31
2021,Andalucía,Transporte Internacional,Expedido,Productos Petrolíferos,10.46
2021,Andalucía,Transporte Internacional,Expedido,Productos Metalúrgicos,135.0
2021,Andalucía,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,210.35
2021,Andalucía,Transporte Internacional,Expedido,Abonos,59.49
2021,Andalucía,Transporte Internacional,Expedido,Productos Químicos,134.16
2021,Andalucía,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",588.56
2021,Andalucía,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,720.61
2021,Andalucía,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,689.53
2021,Andalucía,Transporte Internacional,Recibido,Combustibles Minerales Sólidos,36.71
2021,Andalucía,Transporte Internacional,Recibido,Productos Petrolíferos,15.27
2021,Andalucía,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,26.22
2021,Andalucía,Transporte Internacional,Recibido,Productos Metalúrgicos,98.53
2021,Andalucía,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,125.87
2021,Andalucía,Transporte Internacional,Recibido,Abonos,117.0
2021,Andalucía,Transporte Internacional,Recibido,Productos Químicos,191.67
2021,Andalucía,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1409.11
2021,Aragón,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,7.25
2021,Aragón,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,12.49
2021,Aragón,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,3.72
2021,Aragón,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,1.14
2021,Aragón,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,1.02
2021,Aragón,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,89.85
2021,Aragón,Transporte Intrarregional,Intramunicipal,Abonos,1.14
2021,Aragón,Transporte Intrarregional,Intramunicipal,Productos Químicos,1.97
2021,Aragón,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",27.17
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,392.12
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,653.97
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,50.4
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,19.09
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,35.99
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,493.34
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,69.58
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,23.9
2021,Aragón,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",254.97
2021,Aragón,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1128.1
2021,Aragón,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,1629.83
2021,Aragón,Transporte Interregional,Expedido,Productos Petrolíferos,40.74
2021,Aragón,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,188.9
2021,Aragón,Transporte Interregional,Expedido,Productos Metalúrgicos,260.58
2021,Aragón,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1352.7
2021,Aragón,Transporte Interregional,Expedido,Abonos,317.9
2021,Aragón,Transporte Interregional,Expedido,Productos Químicos,535.16
2021,Aragón,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3270.3
2021,Aragón,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1307.35
2021,Aragón,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,1351.12
2021,Aragón,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,7.99
2021,Aragón,Transporte Interregional,Recibido,Productos Petrolíferos,129.7
2021,Aragón,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,371.36
2021,Aragón,Transporte Interregional,Recibido,Productos Metalúrgicos,478.24
2021,Aragón,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,596.86
2021,Aragón,Transporte Interregional,Recibido,Abonos,193.11
2021,Aragón,Transporte Interregional,Recibido,Productos Químicos,1080.15
2021,Aragón,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2784.57
2021,Aragón,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,325.18
2021,Aragón,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,384.5
2021,Aragón,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,10.35
2021,Aragón,Transporte Internacional,Expedido,Productos Metalúrgicos,160.69
2021,Aragón,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,107.78
2021,Aragón,Transporte Internacional,Expedido,Abonos,23.44
2021,Aragón,Transporte Internacional,Expedido,Productos Químicos,206.23
2021,Aragón,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",898.56
2021,Aragón,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,392.42
2021,Aragón,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,192.44
2021,Aragón,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,20.62
2021,Aragón,Transporte Internacional,Recibido,Productos Metalúrgicos,84.82
2021,Aragón,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,31.7
2021,Aragón,Transporte Internacional,Recibido,Productos Químicos,480.55
2021,Aragón,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",791.02
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,5.56
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,1.7
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,4.88
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,0.81
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,33.13
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,15.6
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,28.8
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Abonos,0.16
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,Productos Químicos,1.64
2021,"Asturias, Principado de",Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",7.3
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,105.6
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,141.22
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,41.1
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,31.26
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,45.84
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,46.29
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,164.28
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,5.38
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,53.54
2021,"Asturias, Principado de",Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",59.33
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,301.4
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,618.9
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Combustibles Minerales Sólidos,124.31
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Productos Petrolíferos,93.14
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,111.64
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Productos Metalúrgicos,737.36
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,165.64
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Abonos,126.04
2021,"Asturias, Principado de",Transporte Interregional,Expedido,Productos Químicos,344.76
2021,"Asturias, Principado de",Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",737.71
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,434.97
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,772.93
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Combustibles Minerales Sólidos,32.19
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Productos Petrolíferos,67.03
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,44.47
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Productos Metalúrgicos,170.05
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,485.07
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Abonos,6.36
2021,"Asturias, Principado de",Transporte Interregional,Recibido,Productos Químicos,280.89
2021,"Asturias, Principado de",Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",872.8
2021,"Asturias, Principado de",Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,15.88
2021,"Asturias, Principado de",Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,129.73
2021,"Asturias, Principado de",Transporte Internacional,Expedido,Combustibles Minerales Sólidos,24.72
2021,"Asturias, Principado de",Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,29.66
2021,"Asturias, Principado de",Transporte Internacional,Expedido,Productos Metalúrgicos,184.32
2021,"Asturias, Principado de",Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,54.34
2021,"Asturias, Principado de",Transporte Internacional,Expedido,Productos Químicos,36.64
2021,"Asturias, Principado de",Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",117.76
2021,"Asturias, Principado de",Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,46.59
2021,"Asturias, Principado de",Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,226.54
2021,"Asturias, Principado de",Transporte Internacional,Recibido,Productos Metalúrgicos,33.22
2021,"Asturias, Principado de",Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,23.47
2021,"Asturias, Principado de",Transporte Internacional,Recibido,Productos Químicos,19.05
2021,"Asturias, Principado de",Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",262.51
2021,Cantabria,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,0.7
2021,Cantabria,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,0.98
2021,Cantabria,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,3.46
2021,Cantabria,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,10.12
2021,Cantabria,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,3.94
2021,Cantabria,Transporte Intrarregional,Intramunicipal,Abonos,0.73
2021,Cantabria,Transporte Intrarregional,Intramunicipal,Productos Químicos,0.03
2021,Cantabria,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1.46
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,15.96
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,52.13
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,12.48
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,16.0
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,18.3
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,144.05
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,0.19
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,32.18
2021,Cantabria,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",50.73
2021,Cantabria,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,292.78
2021,Cantabria,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,602.99
2021,Cantabria,Transporte Interregional,Expedido,Combustibles Minerales Sólidos,2.07
2021,Cantabria,Transporte Interregional,Expedido,Productos Petrolíferos,23.72
2021,Cantabria,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,73.29
2021,Cantabria,Transporte Interregional,Expedido,Productos Metalúrgicos,295.29
2021,Cantabria,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,208.65
2021,Cantabria,Transporte Interregional,Expedido,Abonos,93.14
2021,Cantabria,Transporte Interregional,Expedido,Productos Químicos,175.39
2021,Cantabria,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",816.84
2021,Cantabria,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,319.87
2021,Cantabria,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,629.83
2021,Cantabria,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,17.6
2021,Cantabria,Transporte Interregional,Recibido,Productos Petrolíferos,144.73
2021,Cantabria,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,210.58
2021,Cantabria,Transporte Interregional,Recibido,Productos Metalúrgicos,159.17
2021,Cantabria,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,416.68
2021,Cantabria,Transporte Interregional,Recibido,Productos Químicos,164.46
2021,Cantabria,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",712.13
2021,Cantabria,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,36.34
2021,Cantabria,Transporte Internacional,Expedido,Combustibles Minerales Sólidos,9.76
2021,Cantabria,Transporte Internacional,Expedido,Productos Petrolíferos,8.17
2021,Cantabria,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,40.16
2021,Cantabria,Transporte Internacional,Expedido,Productos Metalúrgicos,148.32
2021,Cantabria,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,62.03
2021,Cantabria,Transporte Internacional,Expedido,Abonos,4.81
2021,Cantabria,Transporte Internacional,Expedido,Productos Químicos,171.81
2021,Cantabria,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",199.05
2021,Cantabria,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,5.57
2021,Cantabria,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,24.74
2021,Cantabria,Transporte Internacional,Recibido,Productos Metalúrgicos,4.07
2021,Cantabria,Transporte Internacional,Recibido,Productos Químicos,32.12
2021,Cantabria,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",74.73
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,12.18
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,7.84
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,1.88
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.01
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.05
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,53.65
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,Abonos,11.82
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,Productos Químicos,0.3
2021,Castilla - La Mancha,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",11.08
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,473.65
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,943.17
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,0.28
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,111.34
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,2.99
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,16.85
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,704.98
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,141.74
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Químicos,47.6
2021,Castilla - La Mancha,Transporte Intrarregional,Intermunicipal Intrarregional,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",348.27
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1675.19
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Productos Alimenticios Y Forrajes,4204.36
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Combustibles Minerales Sólidos,42.08
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Productos Petrolíferos,194.35
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Minerales Y Residuos Para Refundición,109.53
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Productos Metalúrgicos,278.05
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1723.41
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Abonos,211.75
2021,Castilla - La Mancha,Transporte Interregional,Expedido,Productos Químicos,539.42
2021,Castilla - La Mancha,Transporte Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3058.45
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1035.28
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Alimenticios Y Forrajes,3325.13
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Combustibles Minerales Sólidos,24.53
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Petrolíferos,364.31
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Minerales Y Residuos Para Refundición,25.8
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Metalúrgicos,540.26
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1167.18
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Abonos,390.91
2021,Castilla - La Mancha,Transporte Interregional,Recibido,Productos Químicos,587.32
2021,Castilla - La Mancha,Transporte Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2752.04
2021,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Agrícolas Y Animales Vivos,316.25
2021,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Alimenticios Y Forrajes,908.23
2021,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Petrolíferos,49.38
2021,Castilla - La Mancha,Transporte Internacional,Expedido,Minerales Y Residuos Para Refundición,10.99
2021,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Metalúrgicos,56.82
2021,Castilla - La Mancha,Transporte Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,124.4
2021,Castilla - La Mancha,Transporte Internacional,Expedido,Abonos,31.64
2021,Castilla - La Mancha,Transporte Internacional,Expedido,Productos Químicos,126.83
2021,Castilla - La Mancha,Transporte Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",674.37
2021,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Agrícolas Y Animales Vivos,145.02
2021,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Alimenticios Y Forrajes,824.54
2021,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Petrolíferos,26.56
2021,Castilla - La Mancha,Transporte Internacional,Recibido,Minerales Y Residuos Para Refundición,9.45
2021,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Metalúrgicos,213.42
2021,Castilla - La Mancha,Transporte Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,9.07
2021,Castilla - La Mancha,Transporte Internacional,Recibido,Abonos,14.79
2021,Castilla - La Mancha,Transporte Internacional,Recibido,Productos Químicos,99.05
2021,Castilla - La Mancha,Transporte Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1204.49
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,4.11
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,17.67
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Petrolíferos,3.15
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.5
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Metalúrgicos,0.77
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,69.1
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,Abonos,1.45
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,Productos Químicos,2.96
2021,Castilla y León,Transporte Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",32.72
2021,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Agrícolas Y Animales Vivos,1035.35
2021,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Alimenticios Y Forrajes,1334.16
2021,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Combustibles Minerales Sólidos,0.73
2021,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Petrolíferos,321.37
2021,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales Y Residuos Para Refundición,42.14
2021,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Productos Metalúrgicos,63.78
2021,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Minerales En Bruto O Manufacturados Y Materiales De Construcción,703.0
2021,Castilla y León,Transporte Intrarregional,Intermunicipal Intrarregional,Abonos,100.11
