Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones),Toneladas(miles)
2020,"Rioja, La",Intrarregional,Intramunicipal,Productos Petrolíferos,0.06,5.76
2020,"Rioja, La",Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.04,7.38
2020,"Rioja, La",Intrarregional,Intramunicipal,Productos Metalúrgicos,0.11,17.03
2020,"Rioja, La",Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2.97,536.31
2020,"Rioja, La",Intrarregional,Intramunicipal,Abonos,1.26,96.53
2020,"Rioja, La",Intrarregional,Intramunicipal,Productos Químicos,0.01,2.73
2020,"Rioja, La",Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1.73,262.37
2020,"Rioja, La",Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,7.1,241.41
2020,"Rioja, La",Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,10.33,228.45
2020,"Rioja, La",Intrarregional,Intermunicipal,Productos Petrolíferos,3.09,85.21
2020,"Rioja, La",Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,0.07,1.94
2020,"Rioja, La",Intrarregional,Intermunicipal,Productos Metalúrgicos,2.05,43.95
2020,"Rioja, La",Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,17.56,1086.12
2020,"Rioja, La",Intrarregional,Intermunicipal,Abonos,14.46,528.95
2020,"Rioja, La",Intrarregional,Intermunicipal,Productos Químicos,0.49,30.11
2020,"Rioja, La",Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",39.94,921.93
2020,"Rioja, La",Interregional,Expedido,Productos Agrícolas Y Animales Vivos,245.43,1397.06
2020,"Rioja, La",Interregional,Expedido,Productos Alimenticios Y Forrajes,561.62,1790.9
2020,"Rioja, La",Interregional,Expedido,Productos Petrolíferos,1.33,26.75
2020,"Rioja, La",Interregional,Expedido,Minerales Y Residuos Para Refundición,9.33,68.56
2020,"Rioja, La",Interregional,Expedido,Productos Metalúrgicos,56.22,372.04
2020,"Rioja, La",Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,105.35,742.81
2020,"Rioja, La",Interregional,Expedido,Abonos,13.52,83.15
2020,"Rioja, La",Interregional,Expedido,Productos Químicos,41.41,185.33
2020,"Rioja, La",Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",415.43,1416.35
2020,"Rioja, La",Interregional,Recibido,Productos Agrícolas Y Animales Vivos,150.13,892.57
2020,"Rioja, La",Interregional,Recibido,Productos Alimenticios Y Forrajes,339.64,2172.66
2020,"Rioja, La",Interregional,Recibido,Productos Petrolíferos,13.78,121.76
2020,"Rioja, La",Interregional,Recibido,Minerales Y Residuos Para Refundición,6.2,58.09
2020,"Rioja, La",Interregional,Recibido,Productos Metalúrgicos,58.35,322.11
2020,"Rioja, La",Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,73.23,808.14
2020,"Rioja, La",Interregional,Recibido,Abonos,30.12,255.9
2020,"Rioja, La",Interregional,Recibido,Productos Químicos,20.42,95.42
2020,"Rioja, La",Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",451.01,1676.92
2020,"Rioja, La",Internacional,Expedido,Productos Agrícolas Y Animales Vivos,5.49,17.15
2020,"Rioja, La",Internacional,Expedido,Productos Alimenticios Y Forrajes,36.73,48.74
2020,"Rioja, La",Internacional,Expedido,Productos Petrolíferos,16.89,16.35
2020,"Rioja, La",Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,16.96,16.79
2020,"Rioja, La",Internacional,Expedido,Productos Químicos,14.16,19.42
2020,"Rioja, La",Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",119.75,188.67
2020,"Rioja, La",Internacional,Recibido,Productos Agrícolas Y Animales Vivos,42.11,69.06
2020,"Rioja, La",Internacional,Recibido,Productos Alimenticios Y Forrajes,31.37,33.28
2020,"Rioja, La",Internacional,Recibido,Productos Metalúrgicos,36.76,28.1
2020,"Rioja, La",Internacional,Recibido,Productos Químicos,44.51,51.25
2020,"Rioja, La",Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",84.12,133.14
2021,Andalucía,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,41.31,4017.95
2021,Andalucía,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,30.05,2617.52
2021,Andalucía,Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,2.07,172.26
2021,Andalucía,Intrarregional,Intramunicipal,Productos Petrolíferos,17.44,1488.05
2021,Andalucía,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,10.68,2266.73
2021,Andalucía,Intrarregional,Intramunicipal,Productos Metalúrgicos,0.83,75.6
2021,Andalucía,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,296.16,37179.69
2021,Andalucía,Intrarregional,Intramunicipal,Abonos,11.35,1416.01
2021,Andalucía,Intrarregional,Intramunicipal,Productos Químicos,8.14,1355.33
2021,Andalucía,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",45.76,5049.18
2021,Andalucía,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,1482.42,13872.36
2021,Andalucía,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,3773.69,34850.62
2021,Andalucía,Intrarregional,Intermunicipal,Productos Petrolíferos,587.92,6881.13
2021,Andalucía,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,160.92,2243.59
2021,Andalucía,Intrarregional,Intermunicipal,Productos Metalúrgicos,242.2,3337.99
2021,Andalucía,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2954.29,62122.89
2021,Andalucía,Intrarregional,Intermunicipal,Abonos,309.37,3698.38
2021,Andalucía,Intrarregional,Intermunicipal,Productos Químicos,332.64,2285.5
2021,Andalucía,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2087.66,19542.41
2021,Andalucía,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,3945.57,7369.71
2021,Andalucía,Interregional,Expedido,Productos Alimenticios Y Forrajes,3765.05,7886.86
2021,Andalucía,Interregional,Expedido,Combustibles Minerales Sólidos,41.49,133.09
2021,Andalucía,Interregional,Expedido,Productos Petrolíferos,225.45,610.55
2021,Andalucía,Interregional,Expedido,Minerales Y Residuos Para Refundición,303.81,735.86
2021,Andalucía,Interregional,Expedido,Productos Metalúrgicos,537.55,931.19
2021,Andalucía,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1767.93,4379.8
2021,Andalucía,Interregional,Expedido,Abonos,438.46,1029.0
2021,Andalucía,Interregional,Expedido,Productos Químicos,985.24,1534.76
2021,Andalucía,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3917.11,6918.23
2021,Andalucía,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1573.91,3899.45
2021,Andalucía,Interregional,Recibido,Productos Alimenticios Y Forrajes,5103.54,10466.21
2021,Andalucía,Interregional,Recibido,Combustibles Minerales Sólidos,20.47,35.99
2021,Andalucía,Interregional,Recibido,Productos Petrolíferos,156.5,726.48
2021,Andalucía,Interregional,Recibido,Minerales Y Residuos Para Refundición,273.52,579.9
2021,Andalucía,Interregional,Recibido,Productos Metalúrgicos,733.31,1425.44
2021,Andalucía,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1372.94,3018.89
2021,Andalucía,Interregional,Recibido,Abonos,327.92,688.64
2021,Andalucía,Interregional,Recibido,Productos Químicos,984.42,1722.19
2021,Andalucía,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6186.6,10719.51
2021,Andalucía,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,6366.64,3405.58
2021,Andalucía,Internacional,Expedido,Productos Alimenticios Y Forrajes,1028.31,885.41
2021,Andalucía,Internacional,Expedido,Productos Petrolíferos,10.46,34.75
2021,Andalucía,Internacional,Expedido,Productos Metalúrgicos,135.0,156.06
2021,Andalucía,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,210.35,375.09
2021,Andalucía,Internacional,Expedido,Abonos,59.49,116.41
2021,Andalucía,Internacional,Expedido,Productos Químicos,134.16,148.67
2021,Andalucía,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",588.56,431.9
2021,Andalucía,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,720.61,645.91
2021,Andalucía,Internacional,Recibido,Productos Alimenticios Y Forrajes,689.53,482.71
2021,Andalucía,Internacional,Recibido,Combustibles Minerales Sólidos,36.71,17.15
2021,Andalucía,Internacional,Recibido,Productos Petrolíferos,15.27,34.6
2021,Andalucía,Internacional,Recibido,Minerales Y Residuos Para Refundición,26.22,68.92
2021,Andalucía,Internacional,Recibido,Productos Metalúrgicos,98.53,112.41
2021,Andalucía,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,125.87,136.85
2021,Andalucía,Internacional,Recibido,Abonos,117.0,64.99
2021,Andalucía,Internacional,Recibido,Productos Químicos,191.67,113.32
2021,Andalucía,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1409.11,781.54
2021,Aragón,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,7.25,942.44
2021,Aragón,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,12.49,1097.43
2021,Aragón,Intrarregional,Intramunicipal,Productos Petrolíferos,3.72,262.82
2021,Aragón,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,1.14,96.47
2021,Aragón,Intrarregional,Intramunicipal,Productos Metalúrgicos,1.02,127.96
2021,Aragón,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,89.85,10049.64
2021,Aragón,Intrarregional,Intramunicipal,Abonos,1.14,174.78
2021,Aragón,Intrarregional,Intramunicipal,Productos Químicos,1.97,157.76
2021,Aragón,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",27.17,2569.73
2021,Aragón,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,392.12,6007.11
2021,Aragón,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,653.97,9087.18
2021,Aragón,Intrarregional,Intermunicipal,Productos Petrolíferos,50.4,1044.77
2021,Aragón,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,19.09,307.92
2021,Aragón,Intrarregional,Intermunicipal,Productos Metalúrgicos,35.99,633.84
2021,Aragón,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,493.34,10471.36
2021,Aragón,Intrarregional,Intermunicipal,Abonos,69.58,954.09
2021,Aragón,Intrarregional,Intermunicipal,Productos Químicos,23.9,252.36
2021,Aragón,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",254.97,4489.66
2021,Aragón,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1128.1,4855.98
2021,Aragón,Interregional,Expedido,Productos Alimenticios Y Forrajes,1629.83,6195.36
2021,Aragón,Interregional,Expedido,Productos Petrolíferos,40.74,133.14
2021,Aragón,Interregional,Expedido,Minerales Y Residuos Para Refundición,188.9,581.43
2021,Aragón,Interregional,Expedido,Productos Metalúrgicos,260.58,804.73
2021,Aragón,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1352.7,5706.35
2021,Aragón,Interregional,Expedido,Abonos,317.9,873.69
2021,Aragón,Interregional,Expedido,Productos Químicos,535.16,1465.17
2021,Aragón,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3270.3,9780.23
2021,Aragón,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1307.35,5084.57
2021,Aragón,Interregional,Recibido,Productos Alimenticios Y Forrajes,1351.12,6194.17
2021,Aragón,Interregional,Recibido,Combustibles Minerales Sólidos,7.99,16.37
2021,Aragón,Interregional,Recibido,Productos Petrolíferos,129.7,565.09
2021,Aragón,Interregional,Recibido,Minerales Y Residuos Para Refundición,371.36,1308.18
2021,Aragón,Interregional,Recibido,Productos Metalúrgicos,478.24,1531.19
2021,Aragón,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,596.86,2722.93
2021,Aragón,Interregional,Recibido,Abonos,193.11,840.57
2021,Aragón,Interregional,Recibido,Productos Químicos,1080.15,3138.77
2021,Aragón,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2784.57,8415.08
2021,Aragón,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,325.18,294.87
2021,Aragón,Internacional,Expedido,Productos Alimenticios Y Forrajes,384.5,464.67
2021,Aragón,Internacional,Expedido,Minerales Y Residuos Para Refundición,10.35,12.94
2021,Aragón,Internacional,Expedido,Productos Metalúrgicos,160.69,129.02
2021,Aragón,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,107.78,166.67
2021,Aragón,Internacional,Expedido,Abonos,23.44,35.26
2021,Aragón,Internacional,Expedido,Productos Químicos,206.23,274.85
2021,Aragón,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",898.56,876.49
2021,Aragón,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,392.42,827.81
2021,Aragón,Internacional,Recibido,Productos Alimenticios Y Forrajes,192.44,171.28
2021,Aragón,Internacional,Recibido,Minerales Y Residuos Para Refundición,20.62,33.6
2021,Aragón,Internacional,Recibido,Productos Metalúrgicos,84.82,79.68
2021,Aragón,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,31.7,30.75
2021,Aragón,Internacional,Recibido,Productos Químicos,480.55,570.69
2021,Aragón,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",791.02,730.53
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,5.56,595.48
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,1.7,148.26
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Combustibles Minerales Sólidos,4.88,687.02
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Productos Petrolíferos,0.81,66.77
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,33.13,4067.91
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Productos Metalúrgicos,15.6,1935.94
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,28.8,5506.92
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Abonos,0.16,41.26
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,Productos Químicos,1.64,40.71
2021,"Asturias, Principado de",Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",7.3,845.15
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,105.6,1790.27
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,141.22,2909.14
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,41.1,1388.1
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Productos Petrolíferos,31.26,908.98
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,45.84,1432.19
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Productos Metalúrgicos,46.29,1601.05
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,164.28,5026.57
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Abonos,5.38,405.21
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,Productos Químicos,53.54,1379.6
2021,"Asturias, Principado de",Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",59.33,1766.32
2021,"Asturias, Principado de",Interregional,Expedido,Productos Agrícolas Y Animales Vivos,301.4,1089.67
2021,"Asturias, Principado de",Interregional,Expedido,Productos Alimenticios Y Forrajes,618.9,1494.73
2021,"Asturias, Principado de",Interregional,Expedido,Combustibles Minerales Sólidos,124.31,471.29
2021,"Asturias, Principado de",Interregional,Expedido,Productos Petrolíferos,93.14,311.56
2021,"Asturias, Principado de",Interregional,Expedido,Minerales Y Residuos Para Refundición,111.64,380.5
2021,"Asturias, Principado de",Interregional,Expedido,Productos Metalúrgicos,737.36,1554.2
2021,"Asturias, Principado de",Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,165.64,572.15
2021,"Asturias, Principado de",Interregional,Expedido,Abonos,126.04,462.07
2021,"Asturias, Principado de",Interregional,Expedido,Productos Químicos,344.76,690.97
2021,"Asturias, Principado de",Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",737.71,1861.18
2021,"Asturias, Principado de",Interregional,Recibido,Productos Agrícolas Y Animales Vivos,434.97,2567.45
2021,"Asturias, Principado de",Interregional,Recibido,Productos Alimenticios Y Forrajes,772.93,2880.81
2021,"Asturias, Principado de",Interregional,Recibido,Combustibles Minerales Sólidos,32.19,256.18
2021,"Asturias, Principado de",Interregional,Recibido,Productos Petrolíferos,67.03,262.42
2021,"Asturias, Principado de",Interregional,Recibido,Minerales Y Residuos Para Refundición,44.47,133.43
2021,"Asturias, Principado de",Interregional,Recibido,Productos Metalúrgicos,170.05,476.15
2021,"Asturias, Principado de",Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,485.07,1876.41
2021,"Asturias, Principado de",Interregional,Recibido,Abonos,6.36,17.52
2021,"Asturias, Principado de",Interregional,Recibido,Productos Químicos,280.89,512.92
2021,"Asturias, Principado de",Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",872.8,1950.35
2021,"Asturias, Principado de",Internacional,Expedido,Productos Agrícolas Y Animales Vivos,15.88,16.72
2021,"Asturias, Principado de",Internacional,Expedido,Productos Alimenticios Y Forrajes,129.73,86.11
2021,"Asturias, Principado de",Internacional,Expedido,Combustibles Minerales Sólidos,24.72,17.66
2021,"Asturias, Principado de",Internacional,Expedido,Minerales Y Residuos Para Refundición,29.66,19.26
2021,"Asturias, Principado de",Internacional,Expedido,Productos Metalúrgicos,184.32,163.6
2021,"Asturias, Principado de",Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,54.34,34.35
2021,"Asturias, Principado de",Internacional,Expedido,Productos Químicos,36.64,36.07
2021,"Asturias, Principado de",Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",117.76,121.25
2021,"Asturias, Principado de",Internacional,Recibido,Productos Agrícolas Y Animales Vivos,46.59,34.26
2021,"Asturias, Principado de",Internacional,Recibido,Productos Alimenticios Y Forrajes,226.54,149.86
2021,"Asturias, Principado de",Internacional,Recibido,Productos Metalúrgicos,33.22,29.48
2021,"Asturias, Principado de",Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,23.47,14.37
2021,"Asturias, Principado de",Internacional,Recibido,Productos Químicos,19.05,16.43
2021,"Asturias, Principado de",Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",262.51,182.88
2021,Cantabria,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,0.7,472.82
2021,Cantabria,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,0.98,110.4
2021,Cantabria,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,3.46,736.85
2021,Cantabria,Intrarregional,Intramunicipal,Productos Metalúrgicos,10.12,895.38
2021,Cantabria,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,3.94,518.12
2021,Cantabria,Intrarregional,Intramunicipal,Abonos,0.73,77.16
2021,Cantabria,Intrarregional,Intramunicipal,Productos Químicos,0.03,6.34
2021,Cantabria,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1.46,143.65
2021,Cantabria,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,15.96,294.46
2021,Cantabria,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,52.13,1331.47
2021,Cantabria,Intrarregional,Intermunicipal,Productos Petrolíferos,12.48,396.45
2021,Cantabria,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,16.0,706.67
2021,Cantabria,Intrarregional,Intermunicipal,Productos Metalúrgicos,18.3,674.44
2021,Cantabria,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,144.05,5088.58
2021,Cantabria,Intrarregional,Intermunicipal,Abonos,0.19,6.05
2021,Cantabria,Intrarregional,Intermunicipal,Productos Químicos,32.18,1250.97
2021,Cantabria,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",50.73,1350.62
2021,Cantabria,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,292.78,1027.23
2021,Cantabria,Interregional,Expedido,Productos Alimenticios Y Forrajes,602.99,1910.81
2021,Cantabria,Interregional,Expedido,Combustibles Minerales Sólidos,2.07,13.78
2021,Cantabria,Interregional,Expedido,Productos Petrolíferos,23.72,70.63
2021,Cantabria,Interregional,Expedido,Minerales Y Residuos Para Refundición,73.29,311.94
2021,Cantabria,Interregional,Expedido,Productos Metalúrgicos,295.29,837.55
2021,Cantabria,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,208.65,2273.41
2021,Cantabria,Interregional,Expedido,Abonos,93.14,406.59
2021,Cantabria,Interregional,Expedido,Productos Químicos,175.39,543.53
2021,Cantabria,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",816.84,2114.32
2021,Cantabria,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,319.87,1070.26
2021,Cantabria,Interregional,Recibido,Productos Alimenticios Y Forrajes,629.83,1765.97
2021,Cantabria,Interregional,Recibido,Combustibles Minerales Sólidos,17.6,110.32
2021,Cantabria,Interregional,Recibido,Productos Petrolíferos,144.73,1087.77
2021,Cantabria,Interregional,Recibido,Minerales Y Residuos Para Refundición,210.58,713.99
2021,Cantabria,Interregional,Recibido,Productos Metalúrgicos,159.17,597.54
2021,Cantabria,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,416.68,2617.01
2021,Cantabria,Interregional,Recibido,Productos Químicos,164.46,573.43
2021,Cantabria,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",712.13,2089.3
2021,Cantabria,Internacional,Expedido,Productos Alimenticios Y Forrajes,36.34,23.72
2021,Cantabria,Internacional,Expedido,Combustibles Minerales Sólidos,9.76,18.55
2021,Cantabria,Internacional,Expedido,Productos Petrolíferos,8.17,15.05
2021,Cantabria,Internacional,Expedido,Minerales Y Residuos Para Refundición,40.16,35.18
2021,Cantabria,Internacional,Expedido,Productos Metalúrgicos,148.32,142.13
2021,Cantabria,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,62.03,123.35
2021,Cantabria,Internacional,Expedido,Abonos,4.81,18.63
2021,Cantabria,Internacional,Expedido,Productos Químicos,171.81,158.27
2021,Cantabria,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",199.05,250.61
2021,Cantabria,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,5.57,19.06
2021,Cantabria,Internacional,Recibido,Productos Alimenticios Y Forrajes,24.74,33.8
2021,Cantabria,Internacional,Recibido,Productos Metalúrgicos,4.07,16.43
2021,Cantabria,Internacional,Recibido,Productos Químicos,32.12,34.88
2021,Cantabria,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",74.73,87.76
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,12.18,1273.88
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,7.84,921.03
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Petrolíferos,1.88,150.62
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.01,5.09
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Metalúrgicos,0.05,10.45
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,53.65,7498.67
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,Abonos,11.82,847.67
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,Productos Químicos,0.3,38.24
2021,Castilla - La Mancha,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",11.08,1536.06
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,473.65,5713.98
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,943.17,8938.6
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,0.28,5.68
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Petrolíferos,111.34,1778.52
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,2.99,83.96
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Metalúrgicos,16.85,180.06
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,704.98,19137.75
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Abonos,141.74,2218.63
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,Productos Químicos,47.6,487.18
2021,Castilla - La Mancha,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",348.27,4615.79
2021,Castilla - La Mancha,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1675.19,7148.2
2021,Castilla - La Mancha,Interregional,Expedido,Productos Alimenticios Y Forrajes,4204.36,14113.95
2021,Castilla - La Mancha,Interregional,Expedido,Combustibles Minerales Sólidos,42.08,142.92
2021,Castilla - La Mancha,Interregional,Expedido,Productos Petrolíferos,194.35,1531.98
2021,Castilla - La Mancha,Interregional,Expedido,Minerales Y Residuos Para Refundición,109.53,325.78
2021,Castilla - La Mancha,Interregional,Expedido,Productos Metalúrgicos,278.05,820.42
2021,Castilla - La Mancha,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1723.41,12097.62
2021,Castilla - La Mancha,Interregional,Expedido,Abonos,211.75,792.68
2021,Castilla - La Mancha,Interregional,Expedido,Productos Químicos,539.42,1655.87
2021,Castilla - La Mancha,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3058.45,10949.95
2021,Castilla - La Mancha,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1035.28,3756.62
2021,Castilla - La Mancha,Interregional,Recibido,Productos Alimenticios Y Forrajes,3325.13,11737.82
2021,Castilla - La Mancha,Interregional,Recibido,Combustibles Minerales Sólidos,24.53,52.52
