Año,CCAA,Ámbito,Categoría,Tipo Mercancía,Ton-Km(millones),Toneladas(miles)
2021,Castilla - La Mancha,Interregional,Recibido,Productos Petrolíferos,364.31,1767.19
2021,Castilla - La Mancha,Interregional,Recibido,Minerales Y Residuos Para Refundición,25.8,384.83
2021,Castilla - La Mancha,Interregional,Recibido,Productos Metalúrgicos,540.26,1327.42
2021,Castilla - La Mancha,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1167.18,7130.08
2021,Castilla - La Mancha,Interregional,Recibido,Abonos,390.91,1528.67
2021,Castilla - La Mancha,Interregional,Recibido,Productos Químicos,587.32,1641.24
2021,Castilla - La Mancha,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2752.04,9779.14
2021,Castilla - La Mancha,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,316.25,253.52
2021,Castilla - La Mancha,Internacional,Expedido,Productos Alimenticios Y Forrajes,908.23,816.6
2021,Castilla - La Mancha,Internacional,Expedido,Productos Petrolíferos,49.38,49.91
2021,Castilla - La Mancha,Internacional,Expedido,Minerales Y Residuos Para Refundición,10.99,17.12
2021,Castilla - La Mancha,Internacional,Expedido,Productos Metalúrgicos,56.82,54.2
2021,Castilla - La Mancha,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,124.4,121.52
2021,Castilla - La Mancha,Internacional,Expedido,Abonos,31.64,33.07
2021,Castilla - La Mancha,Internacional,Expedido,Productos Químicos,126.83,171.58
2021,Castilla - La Mancha,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",674.37,566.24
2021,Castilla - La Mancha,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,145.02,117.84
2021,Castilla - La Mancha,Internacional,Recibido,Productos Alimenticios Y Forrajes,824.54,569.65
2021,Castilla - La Mancha,Internacional,Recibido,Productos Petrolíferos,26.56,16.43
2021,Castilla - La Mancha,Internacional,Recibido,Minerales Y Residuos Para Refundición,9.45,16.57
2021,Castilla - La Mancha,Internacional,Recibido,Productos Metalúrgicos,213.42,185.92
2021,Castilla - La Mancha,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,9.07,11.34
2021,Castilla - La Mancha,Internacional,Recibido,Abonos,14.79,18.28
2021,Castilla - La Mancha,Internacional,Recibido,Productos Químicos,99.05,55.93
2021,Castilla - La Mancha,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1204.49,808.36
2021,Castilla y León,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,4.11,641.83
2021,Castilla y León,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,17.67,3697.2
2021,Castilla y León,Intrarregional,Intramunicipal,Productos Petrolíferos,3.15,276.79
2021,Castilla y León,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.5,52.51
2021,Castilla y León,Intrarregional,Intramunicipal,Productos Metalúrgicos,0.77,67.68
2021,Castilla y León,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,69.1,7544.31
2021,Castilla y León,Intrarregional,Intramunicipal,Abonos,1.45,196.65
2021,Castilla y León,Intrarregional,Intramunicipal,Productos Químicos,2.96,208.23
2021,Castilla y León,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",32.72,4567.83
2021,Castilla y León,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,1035.35,12854.55
2021,Castilla y León,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,1334.16,13338.6
2021,Castilla y León,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,0.73,23.77
2021,Castilla y León,Intrarregional,Intermunicipal,Productos Petrolíferos,321.37,5783.37
2021,Castilla y León,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,42.14,518.69
2021,Castilla y León,Intrarregional,Intermunicipal,Productos Metalúrgicos,63.78,608.47
2021,Castilla y León,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,703.0,20883.07
2021,Castilla y León,Intrarregional,Intermunicipal,Abonos,100.11,2392.78
2021,Castilla y León,Intrarregional,Intermunicipal,Productos Químicos,80.71,768.14
2021,Castilla y León,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",558.78,7757.73
2021,Castilla y León,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,2136.15,7026.15
2021,Castilla y León,Interregional,Expedido,Productos Alimenticios Y Forrajes,4027.41,11707.14
2021,Castilla y León,Interregional,Expedido,Combustibles Minerales Sólidos,45.45,277.03
2021,Castilla y León,Interregional,Expedido,Productos Petrolíferos,22.19,236.38
2021,Castilla y León,Interregional,Expedido,Minerales Y Residuos Para Refundición,330.7,1192.78
2021,Castilla y León,Interregional,Expedido,Productos Metalúrgicos,447.62,1461.43
2021,Castilla y León,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1776.5,8974.63
2021,Castilla y León,Interregional,Expedido,Abonos,142.72,321.07
2021,Castilla y León,Interregional,Expedido,Productos Químicos,401.89,1295.95
2021,Castilla y León,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3483.53,9511.63
2021,Castilla y León,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,1582.03,4605.99
2021,Castilla y León,Interregional,Recibido,Productos Alimenticios Y Forrajes,2775.27,8109.67
2021,Castilla y León,Interregional,Recibido,Combustibles Minerales Sólidos,64.15,266.94
2021,Castilla y León,Interregional,Recibido,Productos Petrolíferos,181.25,820.02
2021,Castilla y León,Interregional,Recibido,Minerales Y Residuos Para Refundición,150.7,443.38
2021,Castilla y León,Interregional,Recibido,Productos Metalúrgicos,580.27,1555.17
2021,Castilla y León,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,843.15,2958.07
2021,Castilla y León,Interregional,Recibido,Abonos,543.47,1554.65
2021,Castilla y León,Interregional,Recibido,Productos Químicos,444.79,1137.91
2021,Castilla y León,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3143.9,8972.14
2021,Castilla y León,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,214.89,308.13
2021,Castilla y León,Internacional,Expedido,Productos Alimenticios Y Forrajes,522.97,455.98
2021,Castilla y León,Internacional,Expedido,Productos Metalúrgicos,152.87,199.76
2021,Castilla y León,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,106.43,210.23
2021,Castilla y León,Internacional,Expedido,Abonos,19.49,57.37
2021,Castilla y León,Internacional,Expedido,Productos Químicos,58.75,88.94
2021,Castilla y León,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1110.11,1019.97
2021,Castilla y León,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,478.53,723.41
2021,Castilla y León,Internacional,Recibido,Productos Alimenticios Y Forrajes,289.57,270.95
2021,Castilla y León,Internacional,Recibido,Minerales Y Residuos Para Refundición,26.36,16.68
2021,Castilla y León,Internacional,Recibido,Productos Metalúrgicos,68.13,97.21
2021,Castilla y León,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,85.32,115.39
2021,Castilla y León,Internacional,Recibido,Abonos,56.68,97.92
2021,Castilla y León,Internacional,Recibido,Productos Químicos,95.38,88.63
2021,Castilla y León,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",821.8,751.28
2021,Cataluña,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,13.61,1649.55
2021,Cataluña,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,36.32,3522.26
2021,Cataluña,Intrarregional,Intramunicipal,Productos Petrolíferos,8.24,905.71
2021,Cataluña,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,3.76,507.39
2021,Cataluña,Intrarregional,Intramunicipal,Productos Metalúrgicos,2.53,592.73
2021,Cataluña,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,97.61,10475.66
2021,Cataluña,Intrarregional,Intramunicipal,Abonos,1.7,224.24
2021,Cataluña,Intrarregional,Intramunicipal,Productos Químicos,26.57,2536.71
2021,Cataluña,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",47.27,6246.93
2021,Cataluña,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,1064.07,13162.87
2021,Cataluña,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,1989.15,31560.4
2021,Cataluña,Intrarregional,Intermunicipal,Combustibles Minerales Sólidos,26.24,337.83
2021,Cataluña,Intrarregional,Intermunicipal,Productos Petrolíferos,488.55,7233.29
2021,Cataluña,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,148.34,3188.1
2021,Cataluña,Intrarregional,Intermunicipal,Productos Metalúrgicos,214.1,3224.92
2021,Cataluña,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1936.64,53522.4
2021,Cataluña,Intrarregional,Intermunicipal,Abonos,83.75,1483.82
2021,Cataluña,Intrarregional,Intermunicipal,Productos Químicos,625.4,10937.17
2021,Cataluña,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2102.98,36715.18
2021,Cataluña,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1390.67,4005.26
2021,Cataluña,Interregional,Expedido,Productos Alimenticios Y Forrajes,4324.17,10657.21
2021,Cataluña,Interregional,Expedido,Combustibles Minerales Sólidos,8.18,18.26
2021,Cataluña,Interregional,Expedido,Productos Petrolíferos,176.28,513.07
2021,Cataluña,Interregional,Expedido,Minerales Y Residuos Para Refundición,233.61,647.98
2021,Cataluña,Interregional,Expedido,Productos Metalúrgicos,754.46,1481.9
2021,Cataluña,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,772.62,2542.24
2021,Cataluña,Interregional,Expedido,Abonos,209.69,553.19
2021,Cataluña,Interregional,Expedido,Productos Químicos,2154.85,4331.4
2021,Cataluña,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",7975.65,15280.09
2021,Cataluña,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2982.78,6657.17
2021,Cataluña,Interregional,Recibido,Productos Alimenticios Y Forrajes,4554.13,10067.67
2021,Cataluña,Interregional,Recibido,Combustibles Minerales Sólidos,26.27,27.48
2021,Cataluña,Interregional,Recibido,Productos Petrolíferos,132.34,280.69
2021,Cataluña,Interregional,Recibido,Minerales Y Residuos Para Refundición,292.2,637.84
2021,Cataluña,Interregional,Recibido,Productos Metalúrgicos,1009.11,1909.19
2021,Cataluña,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1098.67,2725.71
2021,Cataluña,Interregional,Recibido,Abonos,168.81,417.2
2021,Cataluña,Interregional,Recibido,Productos Químicos,1213.63,2569.59
2021,Cataluña,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",6567.88,12697.72
2021,Cataluña,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,1462.13,1525.9
2021,Cataluña,Internacional,Expedido,Productos Alimenticios Y Forrajes,1348.95,1559.06
2021,Cataluña,Internacional,Expedido,Combustibles Minerales Sólidos,7.4,19.26
2021,Cataluña,Internacional,Expedido,Productos Petrolíferos,41.07,49.12
2021,Cataluña,Internacional,Expedido,Minerales Y Residuos Para Refundición,17.31,36.12
2021,Cataluña,Internacional,Expedido,Productos Metalúrgicos,394.64,500.29
2021,Cataluña,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,634.38,1555.28
2021,Cataluña,Internacional,Expedido,Abonos,73.12,143.53
2021,Cataluña,Internacional,Expedido,Productos Químicos,1505.31,1478.5
2021,Cataluña,Internacional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",2803.85,3214.48
2021,Cataluña,Internacional,Recibido,Productos Agrícolas Y Animales Vivos,1195.11,1736.8
2021,Cataluña,Internacional,Recibido,Productos Alimenticios Y Forrajes,1752.74,1782.0
2021,Cataluña,Internacional,Recibido,Productos Petrolíferos,63.1,61.32
2021,Cataluña,Internacional,Recibido,Minerales Y Residuos Para Refundición,246.95,552.25
2021,Cataluña,Internacional,Recibido,Productos Metalúrgicos,281.23,340.96
2021,Cataluña,Internacional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,197.84,369.16
2021,Cataluña,Internacional,Recibido,Abonos,27.02,30.08
2021,Cataluña,Internacional,Recibido,Productos Químicos,1042.96,1307.69
2021,Cataluña,Internacional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",3631.99,3799.93
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Agrícolas Y Animales Vivos,6.5,788.37
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Alimenticios Y Forrajes,11.46,1077.21
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Petrolíferos,4.53,344.66
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,Minerales Y Residuos Para Refundición,0.29,37.76
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Metalúrgicos,10.07,2424.86
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,154.14,21883.57
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,Abonos,1.32,186.65
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,Productos Químicos,22.95,2172.79
2021,Comunitat Valenciana,Intrarregional,Intramunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",30.33,4213.15
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Agrícolas Y Animales Vivos,495.63,7968.4
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Alimenticios Y Forrajes,901.07,16808.83
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Petrolíferos,185.69,3593.44
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,Minerales Y Residuos Para Refundición,57.59,924.74
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Metalúrgicos,85.36,1537.89
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2696.25,68515.77
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,Abonos,65.32,1169.06
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,Productos Químicos,206.91,4747.69
2021,Comunitat Valenciana,Intrarregional,Intermunicipal,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",1480.73,26620.95
2021,Comunitat Valenciana,Interregional,Expedido,Productos Agrícolas Y Animales Vivos,1650.56,4893.32
2021,Comunitat Valenciana,Interregional,Expedido,Productos Alimenticios Y Forrajes,3459.51,11847.6
2021,Comunitat Valenciana,Interregional,Expedido,Productos Petrolíferos,221.95,1049.38
2021,Comunitat Valenciana,Interregional,Expedido,Minerales Y Residuos Para Refundición,299.92,779.28
2021,Comunitat Valenciana,Interregional,Expedido,Productos Metalúrgicos,1025.3,2383.47
2021,Comunitat Valenciana,Interregional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2435.12,7489.49
2021,Comunitat Valenciana,Interregional,Expedido,Abonos,660.87,1992.51
2021,Comunitat Valenciana,Interregional,Expedido,Productos Químicos,1059.14,2911.78
2021,Comunitat Valenciana,Interregional,Expedido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",5957.19,16227.11
2021,Comunitat Valenciana,Interregional,Recibido,Productos Agrícolas Y Animales Vivos,2629.36,7929.95
2021,Comunitat Valenciana,Interregional,Recibido,Productos Alimenticios Y Forrajes,5025.37,14139.67
2021,Comunitat Valenciana,Interregional,Recibido,Combustibles Minerales Sólidos,8.16,18.75
2021,Comunitat Valenciana,Interregional,Recibido,Productos Petrolíferos,146.59,832.19
2021,Comunitat Valenciana,Interregional,Recibido,Minerales Y Residuos Para Refundición,142.52,332.15
2021,Comunitat Valenciana,Interregional,Recibido,Productos Metalúrgicos,956.67,2252.17
2021,Comunitat Valenciana,Interregional,Recibido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,2323.19,10640.72
2021,Comunitat Valenciana,Interregional,Recibido,Abonos,311.97,921.44
2021,Comunitat Valenciana,Interregional,Recibido,Productos Químicos,1134.67,3150.75
2021,Comunitat Valenciana,Interregional,Recibido,"Máquinas, Vehículos, Objetos Manufacturados Y Transacciones Especiales",5719.69,14970.48
2021,Comunitat Valenciana,Internacional,Expedido,Productos Agrícolas Y Animales Vivos,3834.94,2783.26
2021,Comunitat Valenciana,Internacional,Expedido,Productos Alimenticios Y Forrajes,835.19,637.75
2021,Comunitat Valenciana,Internacional,Expedido,Minerales Y Residuos Para Refundición,10.83,16.54
2021,Comunitat Valenciana,Internacional,Expedido,Productos Metalúrgicos,230.4,179.0
2021,Comunitat Valenciana,Internacional,Expedido,Minerales En Bruto O Manufacturados Y Materiales De Construcción,1126.53,1088.97
2021,Comunitat Valenciana,Internacional,Expedido,Abonos,64.5,47.2
