año,ccaa_origen,ccaa_destino,ton-km,toneladas
2023,Comunitat Valenciana,País Vasco,964.34,1546.38
2023,Comunitat Valenciana,"Rioja, La",41.93,90.41
2023,Extremadura,Andalucía,674.14,2524.78
2023,Extremadura,Aragón,129.74,179.51
2023,Extremadura,"Asturias, Principado de",21.02,32.61
2023,Extremadura,Cantabria,18.79,29.06
2023,Extremadura,Castilla - La Mancha,335.87,1241.89
2023,Extremadura,Castilla y León,215.58,622.29
2023,Extremadura,Cataluña,298.02,309.3
2023,Extremadura,Comunitat Valenciana,384.74,600.29
2023,Extremadura,Extremadura,1054.63,30317.31
2023,Extremadura,Galicia,58.67,95.71
2023,Extremadura,"Madrid, Comunidad de",468.67,1497.27
2023,Extremadura,"Murcia, Región de",94.65,155.37
2023,Extremadura,"Navarra, Comunidad Foral de",36.88,51.02
2023,Extremadura,País Vasco,220.93,295.83
2023,Extremadura,"Rioja, La",20.81,30.84
2023,Galicia,Andalucía,931.01,956.92
2023,Galicia,Aragón,479.93,596.55
2023,Galicia,"Asturias, Principado de",844.67,5028.04
2023,Galicia,Cantabria,136.92,293.69
2023,Galicia,Castilla - La Mancha,605.85,926.86
2023,Galicia,Castilla y León,1176.12,3437.88
2023,Galicia,Cataluña,1052.24,987.7
2023,Galicia,Comunitat Valenciana,826.48,867.55
2023,Galicia,Extremadura,92.59,143.13
2023,Galicia,Galicia,3434.62,70860.88
2023,Galicia,"Madrid, Comunidad de",1181.87,2016.71
2023,Galicia,"Murcia, Región de",188.43,187.52
2023,Galicia,"Navarra, Comunidad Foral de",88.88,122.53
2023,Galicia,País Vasco,836.24,1426.85
2023,Galicia,"Rioja, La",95.3,149.48
2023,"Madrid, Comunidad de",Andalucía,2539.1,5291.03
2023,"Madrid, Comunidad de",Aragón,585.8,1809.21
2023,"Madrid, Comunidad de","Asturias, Principado de",202.82,407.03
2023,"Madrid, Comunidad de",Cantabria,194.31,431.68
2023,"Madrid, Comunidad de",Castilla - La Mancha,1136.0,13621.69
2023,"Madrid, Comunidad de",Castilla y León,1014.67,4331.14
2023,"Madrid, Comunidad de",Cataluña,2395.93,3921.11
2023,"Madrid, Comunidad de",Comunitat Valenciana,1783.03,4815.14
2023,"Madrid, Comunidad de",Extremadura,514.93,1485.01
2023,"Madrid, Comunidad de",Galicia,1084.38,1759.74
2023,"Madrid, Comunidad de","Madrid, Comunidad de",1733.42,65592.95
2023,"Madrid, Comunidad de","Murcia, Región de",448.74,1071.15
2023,"Madrid, Comunidad de","Navarra, Comunidad Foral de",116.67,305.25
2023,"Madrid, Comunidad de",País Vasco,726.96,1760.57
2023,"Madrid, Comunidad de","Rioja, La",61.33,184.72
2023,"Murcia, Región de",Andalucía,1247.89,4431.76
2023,"Murcia, Región de",Aragón,185.66,326.64
2023,"Murcia, Región de","Asturias, Principado de",16.24,18.16
2023,"Murcia, Región de",Cantabria,18.86,22.93
2023,"Murcia, Región de",Castilla - La Mancha,1016.7,3305.23
2023,"Murcia, Región de",Castilla y León,247.32,404.65
2023,"Murcia, Región de",Cataluña,759.17,1257.15
2023,"Murcia, Región de",Comunitat Valenciana,1302.03,9472.05
2023,"Murcia, Región de",Extremadura,73.2,111.63
2023,"Murcia, Región de",Galicia,179.48,179.47
2023,"Murcia, Región de","Madrid, Comunidad de",425.27,1027.29
2023,"Murcia, Región de","Murcia, Región de",1400.28,45176.8
2023,"Murcia, Región de","Navarra, Comunidad Foral de",177.77,251.71
2023,"Murcia, Región de",País Vasco,137.56,166.77
2023,"Murcia, Región de","Rioja, La",59.94,86.72
2023,"Navarra, Comunidad Foral de",Andalucía,212.38,255.39
2023,"Navarra, Comunidad Foral de",Aragón,364.04,2804.33
2023,"Navarra, Comunidad Foral de","Asturias, Principado de",32.26,72.51
2023,"Navarra, Comunidad Foral de",Cantabria,59.03,196.94
2023,"Navarra, Comunidad Foral de",Castilla - La Mancha,215.38,513.43
2023,"Navarra, Comunidad Foral de",Castilla y León,307.53,1067.56
2023,"Navarra, Comunidad Foral de",Cataluña,522.07,1212.71
2023,"Navarra, Comunidad Foral de",Comunitat Valenciana,340.83,662.96
2023,"Navarra, Comunidad Foral de",Extremadura,27.13,43.55
2023,"Navarra, Comunidad Foral de",Galicia,150.33,217.4
2023,"Navarra, Comunidad Foral de","Madrid, Comunidad de",351.75,951.59
2023,"Navarra, Comunidad Foral de","Murcia, Región de",52.42,73.21
2023,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",515.9,18519.24
2023,"Navarra, Comunidad Foral de",País Vasco,385.95,3569.7
2023,"Navarra, Comunidad Foral de","Rioja, La",107.2,2139.21
2023,País Vasco,Andalucía,666.97,737.08
2023,País Vasco,Aragón,546.35,1860.28
2023,País Vasco,"Asturias, Principado de",270.97,882.99
2023,País Vasco,Cantabria,334.49,2557.98
2023,País Vasco,Castilla - La Mancha,371.25,772.69
2023,País Vasco,Castilla y León,1253.63,5439.31
2023,País Vasco,Cataluña,1033.83,1784.89
2023,País Vasco,Comunitat Valenciana,786.4,1191.67
2023,País Vasco,Extremadura,127.01,189.89
2023,País Vasco,Galicia,764.36,1242.22
2023,País Vasco,"Madrid, Comunidad de",726.11,1712.12
2023,País Vasco,"Murcia, Región de",111.71,140.49
2023,País Vasco,"Navarra, Comunidad Foral de",768.56,6386.81
2023,País Vasco,País Vasco,1599.7,46459.03
2023,País Vasco,"Rioja, La",224.72,1799.23
2023,"Rioja, La",Andalucía,161.59,187.72
2023,"Rioja, La",Aragón,117.58,790.7
2023,"Rioja, La","Asturias, Principado de",41.59,89.17
2023,"Rioja, La",Cantabria,12.76,54.0
2023,"Rioja, La",Castilla - La Mancha,123.17,288.5
2023,"Rioja, La",Castilla y León,133.58,1335.22
2023,"Rioja, La",Cataluña,275.59,633.48
2023,"Rioja, La",Comunitat Valenciana,57.6,125.03
2023,"Rioja, La",Extremadura,43.31,72.25
2023,"Rioja, La",Galicia,103.63,159.47
2023,"Rioja, La","Madrid, Comunidad de",100.88,289.36
2023,"Rioja, La","Murcia, Región de",27.51,41.58
2023,"Rioja, La","Navarra, Comunidad Foral de",101.95,1238.05
2023,"Rioja, La",País Vasco,95.56,1246.95
2023,"Rioja, La","Rioja, La",148.65,7262.37
2024,Andalucía,Andalucía,12855.27,198630.67
2024,Andalucía,Aragón,701.34,852.91
2024,Andalucía,"Asturias, Principado de",124.61,128.45
2024,Andalucía,Cantabria,46.66,54.51
2024,Andalucía,Castilla - La Mancha,1515.73,3855.94
2024,Andalucía,Castilla y León,1046.92,1553.16
2024,Andalucía,Cataluña,3165.25,3467.99
2024,Andalucía,Comunitat Valenciana,2758.72,5126.99
2024,Andalucía,Extremadura,1260.04,4867.14
2024,Andalucía,Galicia,470.82,479.04
2024,Andalucía,"Madrid, Comunidad de",2259.42,4303.85
2024,Andalucía,"Murcia, Región de",1273.89,4591.56
2024,Andalucía,"Navarra, Comunidad Foral de",538.4,673.25
2024,Andalucía,País Vasco,429.2,484.27
2024,Andalucía,"Rioja, La",88.07,104.7
2024,Aragón,Andalucía,782.66,980.46
2024,Aragón,Aragón,2028.1,48104.42
2024,Aragón,"Asturias, Principado de",105.37,158.77
2024,Aragón,Cantabria,99.18,227.51
2024,Aragón,Castilla - La Mancha,629.01,1759.56
2024,Aragón,Castilla y León,650.2,2125.42
2024,Aragón,Cataluña,2402.32,10796.91
2024,Aragón,Comunitat Valenciana,1747.58,7447.28
2024,Aragón,Extremadura,43.01,56.9
2024,Aragón,Galicia,272.61,326.03
2024,Aragón,"Madrid, Comunidad de",595.78,1803.91
2024,Aragón,"Murcia, Región de",241.26,458.43
2024,Aragón,"Navarra, Comunidad Foral de",355.88,2054.42
2024,Aragón,País Vasco,665.92,2203.3
2024,Aragón,"Rioja, La",250.03,1474.82
2024,"Asturias, Principado de",Andalucía,193.71,218.33
2024,"Asturias, Principado de",Aragón,101.3,176.98
2024,"Asturias, Principado de","Asturias, Principado de",751.93,26336.37
2024,"Asturias, Principado de",Cantabria,190.62,938.68
2024,"Asturias, Principado de",Castilla - La Mancha,233.61,419.15
2024,"Asturias, Principado de",Castilla y León,438.91,1871.91
2024,"Asturias, Principado de",Cataluña,235.92,263.39
2024,"Asturias, Principado de",Comunitat Valenciana,173.45,208.9
2024,"Asturias, Principado de",Extremadura,34.38,57.92
2024,"Asturias, Principado de",Galicia,305.48,1338.5
2024,"Asturias, Principado de","Madrid, Comunidad de",251.05,503.4
2024,"Asturias, Principado de","Murcia, Región de",103.09,118.78
2024,"Asturias, Principado de","Navarra, Comunidad Foral de",96.66,217.61
2024,"Asturias, Principado de",País Vasco,251.57,830.56
2024,"Asturias, Principado de","Rioja, La",35.28,76.95
2024,Cantabria,Andalucía,97.99,111.74
2024,Cantabria,Aragón,171.63,381.2
2024,Cantabria,"Asturias, Principado de",186.58,1035.84
2024,Cantabria,Cantabria,387.4,15590.2
2024,Cantabria,Castilla - La Mancha,113.6,251.22
2024,Cantabria,Castilla y León,520.31,2425.19
2024,Cantabria,Cataluña,290.7,431.68
2024,Cantabria,Comunitat Valenciana,149.81,199.15
2024,Cantabria,Extremadura,31.88,47.47
2024,Cantabria,Galicia,118.33,254.98
2024,Cantabria,"Madrid, Comunidad de",292.52,631.19
2024,Cantabria,"Murcia, Región de",22.37,26.46
2024,Cantabria,"Navarra, Comunidad Foral de",121.11,459.19
2024,Cantabria,País Vasco,391.51,3660.34
2024,Cantabria,"Rioja, La",25.36,146.0
2024,Castilla - La Mancha,Andalucía,2533.72,6203.76
2024,Castilla - La Mancha,Aragón,542.71,1770.41
2024,Castilla - La Mancha,"Asturias, Principado de",152.85,269.95
2024,Castilla - La Mancha,Cantabria,219.4,421.81
2024,Castilla - La Mancha,Castilla - La Mancha,3651.31,56584.36
2024,Castilla - La Mancha,Castilla y León,810.71,2951.08
2024,Castilla - La Mancha,Cataluña,1769.19,2901.57
2024,Castilla - La Mancha,Comunitat Valenciana,2277.62,7926.95
2024,Castilla - La Mancha,Extremadura,464.3,1720.27
2024,Castilla - La Mancha,Galicia,474.78,714.92
2024,Castilla - La Mancha,"Madrid, Comunidad de",1922.78,22904.1
2024,Castilla - La Mancha,"Murcia, Región de",712.24,3051.91
2024,Castilla - La Mancha,"Navarra, Comunidad Foral de",152.44,332.17
2024,Castilla - La Mancha,País Vasco,337.47,661.5
2024,Castilla - La Mancha,"Rioja, La",47.29,118.12
2024,Castilla y León,Andalucía,1177.24,1828.52
2024,Castilla y León,Aragón,637.08,2043.13
2024,Castilla y León,"Asturias, Principado de",409.09,2063.2
2024,Castilla y León,Cantabria,537.65,3630.84
2024,Castilla y León,Castilla - La Mancha,909.63,3194.52
2024,Castilla y León,Castilla y León,4482.57,82664.38
2024,Castilla y León,Cataluña,1642.96,2580.53
2024,Castilla y León,Comunitat Valenciana,1381.84,2393.65
2024,Castilla y León,Extremadura,303.49,901.82
2024,Castilla y León,Galicia,1408.44,4790.18
2024,Castilla y León,"Madrid, Comunidad de",1220.7,6387.33
2024,Castilla y León,"Murcia, Región de",369.42,567.45
2024,Castilla y León,"Navarra, Comunidad Foral de",388.69,1741.26
2024,Castilla y León,País Vasco,976.43,4882.92
2024,Castilla y León,"Rioja, La",138.31,1036.54
2024,Cataluña,Andalucía,3342.52,3581.6
2024,Cataluña,Aragón,2994.17,14547.08
2024,Cataluña,"Asturias, Principado de",282.63,329.59
2024,Cataluña,Cantabria,290.69,427.68
2024,Cataluña,Castilla - La Mancha,1475.74,2484.6
2024,Cataluña,Castilla y León,1424.49,2200.24
2024,Cataluña,Cataluña,9348.41,199784.83
2024,Cataluña,Comunitat Valenciana,2667.13,8496.5
2024,Cataluña,Extremadura,256.27,285.19
2024,Cataluña,Galicia,1055.58,1003.99
2024,Cataluña,"Madrid, Comunidad de",2433.59,4022.33
2024,Cataluña,"Murcia, Región de",850.77,1497.33
2024,Cataluña,"Navarra, Comunidad Foral de",506.75,1237.02
2024,Cataluña,País Vasco,1411.64,2453.0
2024,Cataluña,"Rioja, La",216.32,508.1
2024,Comunitat Valenciana,Andalucía,2994.26,5462.13
2024,Comunitat Valenciana,Aragón,1218.81,4580.44
2024,Comunitat Valenciana,"Asturias, Principado de",82.47,96.87
2024,Comunitat Valenciana,Cantabria,239.6,303.25
2024,Comunitat Valenciana,Castilla - La Mancha,2261.89,8059.1
2024,Comunitat Valenciana,Castilla y León,1183.43,2024.27
2024,Comunitat Valenciana,Cataluña,2822.87,8392.54
2024,Comunitat Valenciana,Comunitat Valenciana,6110.17,168658.61
2024,Comunitat Valenciana,Extremadura,322.98,497.82
2024,Comunitat Valenciana,Galicia,573.23,599.59
2024,Comunitat Valenciana,"Madrid, Comunidad de",2243.15,5959.31
2024,Comunitat Valenciana,"Murcia, Región de",1418.86,9027.57
2024,Comunitat Valenciana,"Navarra, Comunidad Foral de",331.26,684.28
2024,Comunitat Valenciana,País Vasco,861.6,1376.54
2024,Comunitat Valenciana,"Rioja, La",85.97,195.59
2024,Extremadura,Andalucía,686.36,2859.01
2024,Extremadura,Aragón,67.44,98.91
2024,Extremadura,"Asturias, Principado de",37.56,52.82
2024,Extremadura,Cantabria,33.1,52.82
2024,Extremadura,Castilla - La Mancha,301.75,1094.46
2024,Extremadura,Castilla y León,337.52,905.28
2024,Extremadura,Cataluña,411.14,449.51
2024,Extremadura,Comunitat Valenciana,340.27,551.36
2024,Extremadura,Extremadura,1090.6,26030.89
2024,Extremadura,Galicia,75.42,107.47
2024,Extremadura,"Madrid, Comunidad de",379.39,1197.68
2024,Extremadura,"Murcia, Región de",99.02,163.91
2024,Extremadura,"Navarra, Comunidad Foral de",64.82,95.35
2024,Extremadura,País Vasco,154.56,207.79
2024,Extremadura,"Rioja, La",38.34,58.64
2024,Galicia,Andalucía,719.22,728.91
2024,Galicia,Aragón,310.32,378.71
2024,Galicia,"Asturias, Principado de",442.56,2182.5
2024,Galicia,Cantabria,127.73,301.68
2024,Galicia,Castilla - La Mancha,480.87,693.69
2024,Galicia,Castilla y León,1106.2,3366.2
2024,Galicia,Cataluña,873.25,838.82
2024,Galicia,Comunitat Valenciana,887.26,919.64
2024,Galicia,Extremadura,126.98,180.76
2024,Galicia,Galicia,3860.95,78903.84
2024,Galicia,"Madrid, Comunidad de",806.43,1365.46
2024,Galicia,"Murcia, Región de",173.13,169.16
2024,Galicia,"Navarra, Comunidad Foral de",155.09,217.28
2024,Galicia,País Vasco,830.17,1456.02
2024,Galicia,"Rioja, La",0.0,0.0
2024,"Madrid, Comunidad de",Andalucía,2576.39,5024.07
2024,"Madrid, Comunidad de",Aragón,647.29,1981.18
2024,"Madrid, Comunidad de","Asturias, Principado de",242.06,493.45
2024,"Madrid, Comunidad de",Cantabria,193.12,466.1
2024,"Madrid, Comunidad de",Castilla - La Mancha,1326.75,15377.66
2024,"Madrid, Comunidad de",Castilla y León,1042.82,4723.75
2024,"Madrid, Comunidad de",Cataluña,1810.88,2918.2
2024,"Madrid, Comunidad de",Comunitat Valenciana,1726.34,4660.96
2024,"Madrid, Comunidad de",Extremadura,377.1,1086.69
2024,"Madrid, Comunidad de",Galicia,785.53,1294.21
2024,"Madrid, Comunidad de","Madrid, Comunidad de",1885.55,67073.42
2024,"Madrid, Comunidad de","Murcia, Región de",410.66,1024.73
2024,"Madrid, Comunidad de","Navarra, Comunidad Foral de",177.07,482.43
2024,"Madrid, Comunidad de",País Vasco,655.02,1546.82
2024,"Madrid, Comunidad de","Rioja, La",33.24,97.18
2024,"Murcia, Región de",Andalucía,1283.62,5099.42
2024,"Murcia, Región de",Aragón,176.34,347.45
2024,"Murcia, Región de","Asturias, Principado de",53.39,60.33
2024,"Murcia, Región de",Cantabria,40.22,47.19
2024,"Murcia, Región de",Castilla - La Mancha,890.88,3108.48
2024,"Murcia, Región de",Castilla y León,321.69,494.93
2024,"Murcia, Región de",Cataluña,879.85,1494.04
2024,"Murcia, Región de",Comunitat Valenciana,1345.94,10269.8
2024,"Murcia, Región de",Extremadura,66.54,105.03
2024,"Murcia, Región de",Galicia,119.33,116.62
2024,"Murcia, Región de","Madrid, Comunidad de",503.11,1238.17
2024,"Murcia, Región de","Murcia, Región de",1537.08,48549.95
2024,"Murcia, Región de","Navarra, Comunidad Foral de",164.68,245.51
2024,"Murcia, Región de",País Vasco,237.16,299.05
2024,"Murcia, Región de","Rioja, La",67.29,102.11
2024,"Navarra, Comunidad Foral de",Andalucía,347.82,408.48
2024,"Navarra, Comunidad Foral de",Aragón,431.95,2941.74
2024,"Navarra, Comunidad Foral de","Asturias, Principado de",31.23,61.62
2024,"Navarra, Comunidad Foral de",Cantabria,103.93,386.44
2024,"Navarra, Comunidad Foral de",Castilla - La Mancha,232.18,560.89
2024,"Navarra, Comunidad Foral de",Castilla y León,290.85,1222.73
2024,"Navarra, Comunidad Foral de",Cataluña,546.39,1325.48
2024,"Navarra, Comunidad Foral de",Comunitat Valenciana,415.43,841.01
2024,"Navarra, Comunidad Foral de",Extremadura,41.61,58.96
2024,"Navarra, Comunidad Foral de",Galicia,117.18,166.73
2024,"Navarra, Comunidad Foral de","Madrid, Comunidad de",207.14,581.3
2024,"Navarra, Comunidad Foral de","Murcia, Región de",161.88,240.56
2024,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",487.39,18706.95
2024,"Navarra, Comunidad Foral de",País Vasco,424.65,4159.03
2024,"Navarra, Comunidad Foral de","Rioja, La",119.81,2295.56
2024,País Vasco,Andalucía,523.35,575.63
2024,País Vasco,Aragón,633.63,2168.81
2024,País Vasco,"Asturias, Principado de",233.44,773.94
2024,País Vasco,Cantabria,325.05,2553.21
2024,País Vasco,Castilla - La Mancha,412.6,858.62
2024,País Vasco,Castilla y León,1318.3,5643.5
2024,País Vasco,Cataluña,1237.5,2157.56
2024,País Vasco,Comunitat Valenciana,881.69,1328.11
2024,País Vasco,Extremadura,67.37,96.88
2024,País Vasco,Galicia,729.29,1235.14
2024,País Vasco,"Madrid, Comunidad de",588.03,1397.73
2024,País Vasco,"Murcia, Región de",254.16,324.44
2024,País Vasco,"Navarra, Comunidad Foral de",629.57,4967.04
2024,País Vasco,País Vasco,1564.76,44870.52
2024,País Vasco,"Rioja, La",239.71,1964.28
2024,"Rioja, La",Andalucía,58.94,69.67
2024,"Rioja, La",Aragón,179.08,1154.56
2024,"Rioja, La","Asturias, Principado de",28.36,67.81
2024,"Rioja, La",Cantabria,31.38,122.1
2024,"Rioja, La",Castilla - La Mancha,147.06,362.59
2024,"Rioja, La",Castilla y León,151.42,1484.86
2024,"Rioja, La",Cataluña,112.41,266.47
2024,"Rioja, La",Comunitat Valenciana,124.81,243.44
2024,"Rioja, La",Extremadura,43.56,66.16
2024,"Rioja, La",Galicia,80.21,117.44
2024,"Rioja, La","Madrid, Comunidad de",85.86,252.95
2024,"Rioja, La","Murcia, Región de",30.19,46.75
2024,"Rioja, La","Navarra, Comunidad Foral de",106.34,1573.53
2024,"Rioja, La",País Vasco,130.59,1162.06
2024,"Rioja, La","Rioja, La",135.04,6195.21
